Date,Open,High,Low,Close,Volume
2021-04-13,15.193204016411586,15.660526231654305,15.087719813647215,15.640077590942383,676212000
2021-04-14,15.585715830968239,15.680975718516903,15.189215182177342,15.238591194152832,385500000
2021-04-15,15.623120903934165,16.173483847875282,15.5921987087715,16.096677780151367,598480000
2021-04-16,16.012639621052436,16.125107153595632,15.825361792350446,15.872493743896484,335208000
2021-04-19,15.497439688816309,15.767758276852438,15.194702542617696,15.323128700256348,404420000
2021-04-20,15.284723542634095,15.45803661793701,14.925379775783004,15.133106231689453,334132000
2021-04-21,15.08074025890028,15.323878028896175,15.064282220242037,15.321883201599121,216776000
2021-04-22,15.33634630471237,15.399687065149584,14.746333090501135,14.812915802001953,277788000
2021-04-23,14.896703337927875,15.29644596297973,14.862789373652932,15.226871490478516,227500000
2021-04-26,15.146825202745054,15.44008575706988,15.086975624680411,15.439087867736816,197796000
2021-04-27,15.53933364907408,15.631102358075223,15.315896833735502,15.34307861328125,164572000
2021-04-28,15.325872106378812,15.493200723239772,15.177246540337377,15.23834228515625,209416000
2021-04-29,15.361282946905519,15.397691160532714,15.033609024260754,15.286222457885742,173196000
2021-04-30,15.136350655609169,15.326371032074357,14.95929618068849,14.97176456451416,201912000
2021-05-03,15.086977164010063,15.20842097412882,14.75032598796852,14.79945182800293,203912000
2021-05-04,14.600449582589548,14.600698817066128,13.975026104461781,14.315168380737305,405324000
2021-05-05,14.672017659441423,14.776255689857118,14.351326163053967,14.422147750854492,292024000
2021-05-06,14.458806188006658,14.534615323972524,14.18225390445764,14.486486434936523,193380000
2021-05-07,14.771020454684466,14.933111336631207,14.634863276725753,14.775010108947754,229328000
2021-05-10,14.750072669633822,14.768775720170076,14.21417381349999,14.229884147644043,268904000
2021-05-11,13.790242830465013,14.318660873982997,13.715431575761658,14.270282745361328,285584000
2021-05-12,13.974278753404459,14.22439889185973,13.674784499511132,13.723910331726074,303408000
2021-05-13,13.998467009467184,14.045349728476552,13.425162054864115,13.63089370727539,285404000
2021-05-14,13.855080192512533,14.291978764788404,13.713935458707894,14.207192420959473,258616000
2021-05-17,14.121407897860808,14.13362704722991,13.818671694394718,14.129886627197266,216980000
2021-05-18,14.231130241326667,14.368035115402556,13.968790986386999,13.980511665344238,186256000
2021-05-19,13.53239445525838,14.044105295306712,13.509203277072892,14.030389785766602,344000000
2021-05-20,14.266542637893258,14.646834538609415,14.234623498296415,14.575763702392578,321592000
2021-05-21,15.125627113969413,15.183731096129877,14.832117340430838,14.954059600830078,672992000
2021-05-24,15.174255494540118,15.705417059399807,15.137847278130703,15.572751998901367,554816000
2021-05-25,15.72636344352039,15.77873122812608,15.443576455372922,15.608410835266113,435408000
2021-05-26,15.69469233324552,15.754042484575189,15.547064658382558,15.660528182983398,370440000
2021-05-27,15.66027906156566,15.710402780852254,15.42113191055747,15.449061393737793,581476000
2021-05-28,15.462031299114846,16.236578947504775,15.462031299114846,16.20366096496582,644536000
2021-06-01,16.229096888512235,16.34704949574134,15.86326820041709,16.223609924316406,472804000
2021-06-02,16.211393881108727,16.876218447528885,16.194685654349467,16.73607063293457,594168000
2021-06-03,16.65876682044273,17.215613878178374,16.54131266131784,16.92708969116211,580008000
2021-06-04,17.069476909819976,17.6165979934895,17.052521354002085,17.5340576171875,617120000
2021-06-07,17.527082305182418,17.767724965168885,17.149533750616666,17.574710845947266,575756000
2021-06-08,17.483185585690848,17.57719836078649,17.207629259933416,17.41311264038086,323848000
2021-06-09,17.47571805921768,17.534832519599075,17.216312069425967,17.31857681274414,381656000
2021-06-10,17.310346354499423,17.452022006490658,17.136744250662534,17.385173797607422,287772000
2021-06-11,17.439554700939592,17.89825518148123,17.403886962094116,17.784515380859375,416308000
